Payment_ID,Student_ID,Month,Tuition_Fee,Transport_Fee,Total_Fee,Amount_Paid,Payment_Date,Payment_Mode
23539,539,01-12-2023,1500,0,1500,1500,02-12-2023,UPI
23540,540,01-12-2023,1500,0,1500,1500,04-12-2023,Cash
23541,541,01-12-2023,1500,1600,3100,3100,03-12-2023,UPI
23542,542,01-12-2023,4000,800,4800,4800,02-12-2023,Bank Transfer
23543,543,01-12-2023,2000,800,2800,2800,04-12-2023,Cash
23544,544,01-12-2023,4000,1200,5200,5200,27-12-2023,Cash
23545,545,01-12-2023,1500,0,1500,1500,02-12-2023,UPI
23546,546,01-12-2023,1500,1200,2700,2700,05-12-2023,Bank Transfer
23547,547,01-12-2023,1500,1600,3100,1449.128456,07-12-2023,Bank Transfer
23548,548,01-12-2023,2500,0,2500,2500,03-12-2023,Card
23549,549,01-12-2023,3200,800,4000,4000,04-12-2023,Cash
23550,550,01-12-2023,4000,1600,5600,5600,05-12-2023,UPI
23551,551,01-12-2023,4000,800,4800,4800,04-12-2023,UPI
23552,552,01-12-2023,4000,0,4000,4000,04-12-2023,Bank Transfer
23553,553,01-12-2023,1500,1600,3100,3100,05-12-2023,Bank Transfer
23554,554,01-12-2023,1500,800,2300,2300,01-12-2023,Cash
23555,555,01-12-2023,1500,1200,2700,2700,03-12-2023,Card
23556,556,01-12-2023,1500,1200,2700,0,,Bank Transfer
23557,557,01-12-2023,2500,0,2500,2500,05-12-2023,Cash
23558,558,01-12-2023,1500,0,1500,1500,05-12-2023,Card
23559,559,01-12-2023,3200,1600,4800,4800,01-12-2023,UPI
23560,560,01-12-2023,2500,800,3300,3300,26-12-2023,UPI
23561,561,01-12-2023,3200,800,4000,4000,24-12-2023,UPI
23562,562,01-12-2023,3200,800,4000,4000,01-12-2023,Cash
23563,563,01-12-2023,3200,1600,4800,4800,03-12-2023,Cash
23564,564,01-12-2023,1500,0,1500,1500,26-12-2023,Card
23565,565,01-12-2023,1500,1200,2700,2700,01-12-2023,Card
23566,566,01-12-2023,3200,800,4000,4000,03-12-2023,UPI
23567,567,01-12-2023,2500,1600,4100,4100,05-12-2023,Card
23568,568,01-12-2023,2000,0,2000,2000,02-12-2023,UPI
23569,569,01-12-2023,3200,0,3200,3200,05-12-2023,Cash
23570,570,01-12-2023,2000,0,2000,2000,03-12-2023,Bank Transfer
23571,571,01-12-2023,1500,1200,2700,2700,05-12-2023,Bank Transfer
23572,572,01-12-2023,4000,800,4800,4800,04-12-2023,Cash
23573,573,01-12-2023,2500,0,2500,2500,03-12-2023,UPI
23574,574,01-12-2023,2000,1600,3600,3600,05-12-2023,Cash
23575,575,01-12-2023,3200,1200,4400,4400,03-12-2023,Card
23576,576,01-12-2023,2000,0,2000,0,,UPI
23577,577,01-12-2023,3200,0,3200,3200,03-12-2023,Card
23578,578,01-12-2023,2000,1600,3600,3600,01-12-2023,UPI
23579,579,01-12-2023,3200,1600,4800,4800,28-12-2023,Cash
23580,580,01-12-2023,2000,1200,3200,3200,02-12-2023,Bank Transfer
23581,581,01-12-2023,3200,1600,4800,4800,04-12-2023,UPI
23582,582,01-12-2023,2500,1600,4100,4100,02-12-2023,UPI
23583,583,01-12-2023,1500,0,1500,1500,12-12-2023,UPI
23584,584,01-12-2023,1500,0,1500,0,,Card
23585,585,01-12-2023,1500,0,1500,1500,04-12-2023,Card
23586,586,01-12-2023,2000,800,2800,2800,04-12-2023,Bank Transfer
23587,587,01-12-2023,1500,0,1500,0,,UPI
23588,588,01-12-2023,1500,0,1500,1038.729413,10-12-2023,Cash
23589,589,01-12-2023,2500,1600,4100,4100,04-12-2023,Bank Transfer
23590,590,01-12-2023,2500,0,2500,2500,03-12-2023,Bank Transfer
23591,591,01-12-2023,2500,0,2500,2500,02-12-2023,UPI
23592,592,01-12-2023,2000,1600,3600,3600,05-12-2023,Bank Transfer
23593,593,01-12-2023,4000,1600,5600,5600,01-12-2023,Card
23594,594,01-12-2023,1500,800,2300,2300,01-12-2023,UPI
23595,595,01-12-2023,2500,1200,3700,3700,03-12-2023,Card
23596,596,01-12-2023,2500,1600,4100,4100,05-12-2023,Card
23597,597,01-12-2023,3200,0,3200,3200,03-12-2023,Card
23598,598,01-12-2023,1500,1200,2700,2700,05-12-2023,Bank Transfer
23599,599,01-12-2023,3200,800,4000,4000,04-12-2023,UPI
23600,600,01-12-2023,1500,1600,3100,3100,01-12-2023,Card
23601,601,01-12-2023,1500,800,2300,2300,12-12-2023,Bank Transfer
23602,602,01-12-2023,2000,800,2800,2800,02-12-2023,Cash
23603,603,01-12-2023,3200,800,4000,4000,04-12-2023,Bank Transfer
23604,604,01-12-2023,2000,800,2800,2800,02-12-2023,Cash
23605,605,01-12-2023,4000,800,4800,4800,03-12-2023,Bank Transfer
23606,606,01-12-2023,1500,1200,2700,2700,02-12-2023,Bank Transfer
23607,607,01-12-2023,1500,1200,2700,2700,04-12-2023,UPI
23608,608,01-12-2023,2000,0,2000,2000,05-12-2023,Bank Transfer
23609,609,01-12-2023,4000,1600,5600,3145.500395,07-12-2023,Card
23610,610,01-12-2023,3200,0,3200,3200,04-12-2023,Cash
23611,611,01-12-2023,1500,800,2300,2300,04-12-2023,Cash
23612,612,01-12-2023,4000,1200,5200,5200,05-12-2023,UPI
23613,613,01-12-2023,3200,0,3200,2233.910996,03-12-2023,Cash
23614,614,01-12-2023,2500,800,3300,3300,19-12-2023,Card
23615,615,01-12-2023,4000,1600,5600,5600,03-12-2023,UPI
23616,616,01-12-2023,2000,1600,3600,0,,UPI
23617,617,01-12-2023,1500,1600,3100,3100,05-12-2023,Bank Transfer
23618,618,01-12-2023,3200,800,4000,4000,03-12-2023,Card
23619,619,01-12-2023,2000,1200,3200,3200,05-12-2023,UPI
23620,620,01-12-2023,2000,1600,3600,3600,04-12-2023,Bank Transfer
23621,621,01-12-2023,1500,800,2300,2300,04-12-2023,Card
23622,622,01-12-2023,4000,1600,5600,5600,01-12-2023,Bank Transfer
23623,623,01-12-2023,3200,0,3200,3200,05-12-2023,Bank Transfer
23624,624,01-12-2023,2000,0,2000,2000,02-12-2023,UPI
23625,625,01-12-2023,4000,1200,5200,5200,03-12-2023,Card
23626,626,01-12-2023,2000,0,2000,0,,UPI
23627,627,01-12-2023,2000,1600,3600,0,,Bank Transfer
23628,628,01-12-2023,2000,1200,3200,3200,04-12-2023,Bank Transfer
23629,629,01-12-2023,2500,800,3300,3300,23-12-2023,Cash
23630,630,01-12-2023,3200,0,3200,1428.761392,03-12-2023,Card
23631,631,01-12-2023,2500,1200,3700,3700,01-12-2023,Cash
23632,632,01-12-2023,2000,1200,3200,3200,05-12-2023,Card
23633,633,01-12-2023,3200,800,4000,4000,01-12-2023,Cash
23634,634,01-12-2023,3200,0,3200,3200,02-12-2023,Cash
23635,635,01-12-2023,2500,0,2500,2500,05-12-2023,Cash
23636,636,01-12-2023,3200,0,3200,3200,04-12-2023,Cash
23637,637,01-12-2023,2000,1200,3200,1499.92508,08-12-2023,Bank Transfer
23638,638,01-12-2023,1500,800,2300,851.4547723,01-12-2023,UPI
23639,639,01-12-2023,2500,1600,4100,4100,13-12-2023,Bank Transfer
23640,640,01-12-2023,4000,1600,5600,0,,Bank Transfer
23641,641,01-12-2023,4000,800,4800,4800,04-12-2023,Card
23642,642,01-12-2023,1500,1600,3100,3100,04-12-2023,Card
23643,643,01-12-2023,4000,0,4000,4000,22-12-2023,Cash
23644,644,01-12-2023,3200,0,3200,0,,UPI
23645,645,01-12-2023,3200,0,3200,3200,02-12-2023,Bank Transfer
23646,646,01-12-2023,3200,0,3200,3200,03-12-2023,UPI
23647,647,01-12-2023,4000,1200,5200,5200,02-12-2023,Card
23648,648,01-12-2023,1500,1600,3100,3100,03-12-2023,Cash
23649,649,01-12-2023,2000,0,2000,681.3967653,04-12-2023,Card
23650,650,01-12-2023,2500,800,3300,3300,03-12-2023,Bank Transfer
23651,651,01-12-2023,2500,0,2500,2500,16-12-2023,Card
23652,652,01-12-2023,3200,1600,4800,4800,03-12-2023,UPI
23653,653,01-12-2023,3200,1600,4800,4800,01-12-2023,Card
23654,654,01-12-2023,1500,1600,3100,3100,02-12-2023,UPI
23655,655,01-12-2023,4000,0,4000,0,,UPI
23656,656,01-12-2023,3200,0,3200,3200,03-12-2023,Cash
23657,657,01-12-2023,1500,800,2300,2300,13-12-2023,Cash
23658,658,01-12-2023,2000,0,2000,2000,04-12-2023,Cash
23659,659,01-12-2023,2000,1200,3200,3200,05-12-2023,UPI
23660,660,01-12-2023,2000,1200,3200,3200,04-12-2023,Bank Transfer
23661,661,01-12-2023,1500,1600,3100,3100,02-12-2023,UPI
23662,662,01-12-2023,2500,1600,4100,0,,Bank Transfer
23663,663,01-12-2023,1500,1200,2700,2700,01-12-2023,Bank Transfer
23664,664,01-12-2023,2000,0,2000,2000,04-12-2023,Card
23665,665,01-12-2023,2000,0,2000,2000,01-12-2023,Cash
23666,666,01-12-2023,1500,1600,3100,3100,03-12-2023,UPI
23667,667,01-12-2023,2500,800,3300,3300,01-12-2023,Cash
23668,668,01-12-2023,3200,0,3200,3200,04-12-2023,Bank Transfer
23669,669,01-12-2023,2000,0,2000,2000,05-12-2023,Card
23670,670,01-12-2023,2000,0,2000,2000,03-12-2023,Cash
23671,671,01-12-2023,2000,800,2800,2800,04-12-2023,UPI
23672,672,01-12-2023,4000,800,4800,4800,02-12-2023,Card
23673,673,01-12-2023,1500,1200,2700,2700,03-12-2023,UPI
23674,674,01-12-2023,4000,800,4800,4800,03-12-2023,Cash
23675,675,01-12-2023,2000,1200,3200,3200,05-12-2023,Cash
23676,676,01-12-2023,2500,0,2500,0,,Card
23677,677,01-12-2023,4000,1600,5600,5600,05-12-2023,UPI
23678,678,01-12-2023,3200,800,4000,4000,17-12-2023,Cash
23679,679,01-12-2023,3200,1200,4400,4400,01-12-2023,Cash
23680,680,01-12-2023,1500,800,2300,2300,04-12-2023,Card
23681,681,01-12-2023,2500,800,3300,3300,02-12-2023,Cash
23682,682,01-12-2023,1500,1200,2700,2700,02-12-2023,UPI
23683,683,01-12-2023,1500,1200,2700,2700,20-12-2023,Card
23684,684,01-12-2023,4000,0,4000,4000,25-12-2023,Card
23685,685,01-12-2023,3200,0,3200,3200,03-12-2023,UPI
23686,686,01-12-2023,2000,1200,3200,3200,02-12-2023,UPI
23687,687,01-12-2023,4000,1200,5200,5200,03-12-2023,Bank Transfer
23688,688,01-12-2023,2500,0,2500,2500,02-12-2023,Cash
23689,689,01-12-2023,3200,1200,4400,4400,28-12-2023,Card
23690,690,01-12-2023,2500,800,3300,3300,30-12-2023,UPI
23691,691,01-12-2023,1500,0,1500,1500,04-12-2023,Bank Transfer
23692,692,01-12-2023,1500,800,2300,2300,02-12-2023,Cash
23693,693,01-12-2023,4000,1600,5600,5600,04-12-2023,Card
23694,694,01-12-2023,3200,1600,4800,4800,05-12-2023,UPI
23695,695,01-12-2023,4000,1200,5200,5200,27-12-2023,Card
23696,696,01-12-2023,1500,1200,2700,2700,21-12-2023,UPI
23697,697,01-12-2023,3200,0,3200,3200,05-12-2023,Cash
23698,698,01-12-2023,2500,800,3300,2033.987594,07-12-2023,Cash
23699,699,01-12-2023,1500,1200,2700,2700,02-12-2023,Bank Transfer
23700,700,01-12-2023,2000,0,2000,2000,01-12-2023,Bank Transfer
23701,701,01-12-2023,2000,1600,3600,3600,01-12-2023,Cash
23702,702,01-12-2023,2000,800,2800,2800,03-12-2023,Cash
23703,703,01-12-2023,3200,0,3200,3200,02-12-2023,Cash
23704,704,01-12-2023,4000,1200,5200,2426.071809,03-12-2023,Card
23705,705,01-12-2023,2000,0,2000,2000,04-12-2023,Bank Transfer
23706,706,01-12-2023,2000,0,2000,2000,03-12-2023,UPI
23707,707,01-12-2023,2000,1600,3600,3600,05-12-2023,Bank Transfer
23708,708,01-12-2023,4000,1600,5600,5600,05-12-2023,Cash
23709,709,01-12-2023,4000,0,4000,4000,05-12-2023,Card
23710,710,01-12-2023,2000,800,2800,0,,UPI
23711,711,01-12-2023,2000,0,2000,2000,02-12-2023,UPI
23712,712,01-12-2023,1500,800,2300,2300,12-12-2023,UPI
23713,713,01-12-2023,1500,1200,2700,2700,14-12-2023,Cash
23714,714,01-12-2023,2000,1200,3200,3200,04-12-2023,UPI
23715,715,01-12-2023,3200,0,3200,3200,05-12-2023,Cash
23716,716,01-12-2023,1500,0,1500,0,,Bank Transfer
23717,717,01-12-2023,3200,800,4000,4000,03-12-2023,Bank Transfer
23718,718,01-12-2023,1500,800,2300,2300,05-12-2023,Bank Transfer
23719,719,01-12-2023,1500,0,1500,0,,Bank Transfer
23720,720,01-12-2023,2000,1200,3200,3200,05-12-2023,UPI
23721,721,01-12-2023,2000,800,2800,1809.083428,10-12-2023,Bank Transfer
23722,722,01-12-2023,2000,1600,3600,3600,03-12-2023,Card
23723,723,01-12-2023,1500,1600,3100,3100,05-12-2023,Card
23724,724,01-12-2023,2500,0,2500,2500,04-12-2023,Bank Transfer
23725,725,01-12-2023,3200,1200,4400,4400,01-12-2023,Card
23726,726,01-12-2023,4000,1200,5200,5200,05-12-2023,Bank Transfer
23727,727,01-12-2023,4000,1600,5600,5600,03-12-2023,Card
23728,728,01-12-2023,3200,0,3200,0,,UPI
23729,729,01-12-2023,2500,1600,4100,4100,05-12-2023,Bank Transfer
23730,730,01-12-2023,2000,1600,3600,3600,05-12-2023,Cash
23731,731,01-12-2023,4000,1200,5200,5200,19-12-2023,Bank Transfer
23732,732,01-12-2023,2500,0,2500,2500,02-12-2023,Bank Transfer
23733,733,01-12-2023,4000,1200,5200,5200,04-12-2023,Cash
23734,734,01-12-2023,2000,800,2800,2800,17-12-2023,Card
23735,735,01-12-2023,2500,1600,4100,4100,02-12-2023,Card
23736,736,01-12-2023,3200,1200,4400,4400,29-12-2023,Bank Transfer
23737,737,01-12-2023,4000,800,4800,4800,02-12-2023,Card
23738,738,01-12-2023,2000,0,2000,2000,01-12-2023,Cash
23739,739,01-12-2023,3200,1600,4800,4800,05-12-2023,UPI
23740,740,01-12-2023,2500,0,2500,2500,01-12-2023,Bank Transfer
23741,741,01-12-2023,3200,1200,4400,4400,29-12-2023,Card
23742,742,01-12-2023,4000,0,4000,0,,Card
23743,743,01-12-2023,1500,800,2300,2300,15-12-2023,Bank Transfer
23744,744,01-12-2023,4000,1200,5200,5200,04-12-2023,UPI
23745,745,01-12-2023,4000,0,4000,4000,02-12-2023,Bank Transfer
23746,746,01-12-2023,2000,0,2000,2000,03-12-2023,Cash
23747,747,01-12-2023,3200,1600,4800,4800,01-12-2023,UPI
23748,748,01-12-2023,2000,1200,3200,3200,02-12-2023,Bank Transfer
23749,749,01-12-2023,4000,0,4000,4000,01-12-2023,Card
23750,750,01-12-2023,2000,1600,3600,3600,14-12-2023,Card
23751,751,01-12-2023,1500,0,1500,1500,03-12-2023,Card
23752,752,01-12-2023,3200,0,3200,3200,02-12-2023,Cash
23753,753,01-12-2023,1500,800,2300,2300,04-12-2023,Card
23754,754,01-12-2023,2000,800,2800,2800,02-12-2023,Bank Transfer
23755,755,01-12-2023,2000,1600,3600,3600,04-12-2023,Cash
23756,756,01-12-2023,4000,800,4800,4800,18-12-2023,Cash
23757,757,01-12-2023,1500,1200,2700,2700,24-12-2023,UPI
23758,758,01-12-2023,2000,0,2000,2000,03-12-2023,Card
23759,759,01-12-2023,1500,1600,3100,3100,04-12-2023,Cash
23760,760,01-12-2023,1500,0,1500,1500,02-12-2023,UPI
23761,761,01-12-2023,2000,1600,3600,3600,05-12-2023,Bank Transfer
23762,762,01-12-2023,3200,1600,4800,4800,02-12-2023,Bank Transfer
23763,763,01-12-2023,1500,800,2300,2300,02-12-2023,Cash
23764,764,01-12-2023,3200,1200,4400,4400,02-12-2023,Cash
23765,765,01-12-2023,2500,1200,3700,3700,05-12-2023,Cash
23766,766,01-12-2023,1500,1200,2700,2700,01-12-2023,Bank Transfer
23767,767,01-12-2023,4000,0,4000,4000,02-12-2023,UPI
23768,768,01-12-2023,2000,1200,3200,3200,01-12-2023,Cash
23769,769,01-12-2023,2500,1600,4100,4100,05-12-2023,UPI
23770,770,01-12-2023,2500,1200,3700,3700,05-12-2023,UPI
23771,771,01-12-2023,1500,800,2300,2300,24-12-2023,UPI
23772,772,01-12-2023,2000,1200,3200,3200,01-12-2023,Bank Transfer
23773,773,01-12-2023,1500,800,2300,2300,02-12-2023,Bank Transfer
23774,774,01-12-2023,1500,800,2300,2300,05-12-2023,Card
23775,775,01-12-2023,1500,800,2300,2300,04-12-2023,Card
23776,776,01-12-2023,4000,1200,5200,0,,Card
23777,777,01-12-2023,2000,0,2000,2000,05-12-2023,Card
23778,778,01-12-2023,3200,1200,4400,4400,03-12-2023,Cash
23779,779,01-12-2023,3200,1200,4400,4400,12-12-2023,Card
23780,780,01-12-2023,2000,1600,3600,3600,05-12-2023,Cash
23781,781,01-12-2023,4000,800,4800,4800,03-12-2023,Card
23782,782,01-12-2023,4000,0,4000,1852.624415,01-12-2023,Card
23783,783,01-12-2023,1500,1600,3100,3100,05-12-2023,Cash
23784,784,01-12-2023,1500,1200,2700,2700,03-12-2023,Cash
23785,785,01-12-2023,1500,1600,3100,3100,03-12-2023,Cash
23786,786,01-12-2023,3200,800,4000,4000,05-12-2023,Card
23787,787,01-12-2023,1500,1600,3100,3100,01-12-2023,Bank Transfer
23788,788,01-12-2023,1500,1200,2700,2700,01-12-2023,Bank Transfer
23789,789,01-12-2023,2000,0,2000,2000,05-12-2023,Cash
23790,790,01-12-2023,2500,800,3300,3300,01-12-2023,UPI
23791,791,01-12-2023,2000,1600,3600,3600,16-12-2023,Card
23792,792,01-12-2023,4000,1600,5600,5600,05-12-2023,Bank Transfer
23793,793,01-12-2023,1500,800,2300,2300,04-12-2023,Card
23794,794,01-12-2023,2000,1200,3200,3200,01-12-2023,Bank Transfer
23795,795,01-12-2023,2000,0,2000,2000,04-12-2023,Bank Transfer
23796,796,01-12-2023,2000,0,2000,2000,02-12-2023,UPI
23797,797,01-12-2023,1500,1200,2700,2700,19-12-2023,Card
23798,798,01-12-2023,2000,0,2000,2000,03-12-2023,Bank Transfer
23799,799,01-12-2023,2500,0,2500,2500,03-12-2023,Cash
23800,800,01-12-2023,2000,0,2000,2000,02-12-2023,Cash
23801,801,01-12-2023,2000,800,2800,2800,04-12-2023,Cash
23802,802,01-12-2023,2000,0,2000,2000,01-12-2023,UPI
23803,803,01-12-2023,3200,1200,4400,4400,28-12-2023,Cash
23804,804,01-12-2023,3200,0,3200,3200,05-12-2023,Bank Transfer
23805,805,01-12-2023,1500,1600,3100,3100,05-12-2023,Bank Transfer
23806,806,01-12-2023,1500,800,2300,1300.696341,07-12-2023,Cash
23807,807,01-12-2023,2000,0,2000,2000,05-12-2023,Cash
23808,808,01-12-2023,3200,1200,4400,4400,02-12-2023,Cash
23809,809,01-12-2023,1500,0,1500,1500,02-12-2023,UPI
23810,810,01-12-2023,1500,0,1500,1500,05-12-2023,Bank Transfer
23811,811,01-12-2023,2000,1600,3600,3600,05-12-2023,UPI
23812,812,01-12-2023,1500,800,2300,2300,02-12-2023,Bank Transfer
23813,813,01-12-2023,1500,1600,3100,3100,18-12-2023,Bank Transfer
23814,814,01-12-2023,2500,800,3300,0,,Bank Transfer
23815,815,01-12-2023,1500,800,2300,2300,02-12-2023,Card
23816,816,01-12-2023,4000,0,4000,4000,01-12-2023,Card
23817,817,01-12-2023,2500,1200,3700,3700,01-12-2023,UPI
23818,818,01-12-2023,2500,1200,3700,3700,02-12-2023,Card
23819,819,01-12-2023,3200,0,3200,3200,05-12-2023,Bank Transfer
23820,820,01-12-2023,3200,1200,4400,4400,03-12-2023,Card
23821,821,01-12-2023,1500,1200,2700,2700,04-12-2023,Cash
23822,822,01-12-2023,2000,0,2000,2000,03-12-2023,Bank Transfer
23823,823,01-12-2023,2000,800,2800,2800,02-12-2023,Bank Transfer
23824,824,01-12-2023,1500,0,1500,1500,04-12-2023,UPI
23825,825,01-12-2023,4000,0,4000,4000,05-12-2023,UPI
23826,826,01-12-2023,1500,0,1500,1500,01-12-2023,Cash
23827,827,01-12-2023,4000,1600,5600,5600,05-12-2023,Cash
23828,828,01-12-2023,1500,1200,2700,2700,04-12-2023,UPI
23829,829,01-12-2023,2000,1200,3200,3200,01-12-2023,UPI
23830,830,01-12-2023,4000,0,4000,4000,02-12-2023,Bank Transfer
23831,831,01-12-2023,2000,0,2000,2000,03-12-2023,Card
23832,832,01-12-2023,4000,1600,5600,5600,02-12-2023,UPI
23833,833,01-12-2023,3200,1200,4400,4400,01-12-2023,UPI
23834,834,01-12-2023,1500,800,2300,2300,03-12-2023,Bank Transfer
23835,835,01-12-2023,2500,800,3300,3300,17-12-2023,Cash
23836,836,01-12-2023,2000,0,2000,2000,03-12-2023,Cash
23837,837,01-12-2023,2000,1200,3200,3200,02-12-2023,UPI
23838,838,01-12-2023,1500,0,1500,1500,04-12-2023,Bank Transfer
23839,839,01-12-2023,4000,0,4000,4000,01-12-2023,Card
23840,840,01-12-2023,1500,800,2300,2300,05-12-2023,Cash
23841,841,01-12-2023,2500,1600,4100,4100,01-12-2023,Bank Transfer
23842,842,01-12-2023,2000,1200,3200,3200,03-12-2023,Bank Transfer
23843,843,01-12-2023,4000,1600,5600,5600,03-12-2023,Bank Transfer
23844,844,01-12-2023,1500,0,1500,1500,17-12-2023,Card
23845,845,01-12-2023,2000,0,2000,2000,03-12-2023,Card
23846,846,01-12-2023,1500,0,1500,1500,19-12-2023,Card
23847,847,01-12-2023,1500,1200,2700,2700,03-12-2023,Bank Transfer
23848,848,01-12-2023,1500,800,2300,2300,03-12-2023,Cash
23849,849,01-12-2023,4000,0,4000,4000,01-12-2023,Cash
23850,850,01-12-2023,1500,800,2300,2300,11-12-2023,UPI
23851,851,01-12-2023,1500,1200,2700,2700,01-12-2023,UPI
23852,852,01-12-2023,2000,800,2800,2800,05-12-2023,Bank Transfer
23853,853,01-12-2023,3200,1600,4800,4800,02-12-2023,Bank Transfer
23854,854,01-12-2023,2000,800,2800,2800,01-12-2023,Card
23855,855,01-12-2023,1500,1600,3100,3100,03-12-2023,UPI
23856,856,01-12-2023,2500,0,2500,2500,26-12-2023,Card
23857,857,01-12-2023,4000,800,4800,4800,05-12-2023,Card
23858,858,01-12-2023,2500,800,3300,3300,05-12-2023,Cash
23859,859,01-12-2023,3200,1200,4400,4400,04-12-2023,Bank Transfer
23860,860,01-12-2023,1500,0,1500,1500,01-12-2023,Bank Transfer
23861,861,01-12-2023,1500,1200,2700,1571.673169,02-12-2023,Cash
23862,862,01-12-2023,2000,1200,3200,3200,04-12-2023,UPI
23863,863,01-12-2023,2000,800,2800,2800,01-12-2023,Card
23864,864,01-12-2023,3200,0,3200,3200,01-12-2023,Card
23865,865,01-12-2023,2500,1200,3700,3700,03-12-2023,Cash
23866,866,01-12-2023,1500,0,1500,1500,04-12-2023,Cash
23867,867,01-12-2023,3200,0,3200,3200,04-12-2023,Cash
23868,868,01-12-2023,1500,1200,2700,2700,01-12-2023,UPI
23869,869,01-12-2023,4000,0,4000,4000,05-12-2023,Cash
23870,870,01-12-2023,2000,800,2800,0,,Cash
23871,871,01-12-2023,2500,0,2500,2500,01-12-2023,Card
23872,872,01-12-2023,2000,1600,3600,3600,04-12-2023,UPI
23873,873,01-12-2023,1500,0,1500,1500,05-12-2023,Card
23874,874,01-12-2023,2000,800,2800,2800,18-12-2023,Bank Transfer
23875,875,01-12-2023,2000,800,2800,2800,02-12-2023,Bank Transfer
23876,876,01-12-2023,1500,1200,2700,2700,04-12-2023,UPI
23877,877,01-12-2023,4000,1200,5200,2787.69564,05-12-2023,Cash
23878,878,01-12-2023,4000,1200,5200,5200,28-12-2023,Cash
23879,879,01-12-2023,4000,1200,5200,5200,12-12-2023,Card
23880,880,01-12-2023,1500,800,2300,2300,26-12-2023,Bank Transfer
23881,881,01-12-2023,3200,1200,4400,4400,05-12-2023,Cash
23882,882,01-12-2023,2500,0,2500,1145.118588,08-12-2023,Cash
23883,883,01-12-2023,2500,1600,4100,2495.576208,10-12-2023,Card
23884,884,01-12-2023,4000,800,4800,4800,26-12-2023,Bank Transfer
23885,885,01-12-2023,2000,1200,3200,3200,02-12-2023,Card
23886,886,01-12-2023,2500,800,3300,3300,05-12-2023,Card
23887,887,01-12-2023,2000,0,2000,2000,05-12-2023,Card
23888,888,01-12-2023,2500,800,3300,3300,02-12-2023,Card
23889,889,01-12-2023,2000,0,2000,2000,03-12-2023,UPI
23890,890,01-12-2023,2500,0,2500,2500,02-12-2023,Cash
23891,891,01-12-2023,3200,0,3200,3200,01-12-2023,Bank Transfer
23892,892,01-12-2023,1500,1600,3100,3100,21-12-2023,Bank Transfer
23893,893,01-12-2023,1500,0,1500,1500,02-12-2023,UPI
23894,894,01-12-2023,4000,0,4000,4000,05-12-2023,Card
23895,895,01-12-2023,1500,1600,3100,3100,24-12-2023,Cash
23896,896,01-12-2023,3200,1600,4800,4800,19-12-2023,UPI
23897,897,01-12-2023,1500,1600,3100,3100,03-12-2023,Bank Transfer
23898,898,01-12-2023,1500,1600,3100,3100,03-12-2023,Bank Transfer
23899,899,01-12-2023,2000,1600,3600,3600,01-12-2023,Cash
23900,900,01-12-2023,2000,1200,3200,1824.291244,09-12-2023,Cash
23901,901,01-12-2023,1500,1200,2700,2700,05-12-2023,Bank Transfer
23902,902,01-12-2023,4000,800,4800,4800,27-12-2023,Cash
23903,903,01-12-2023,3200,800,4000,4000,04-12-2023,Cash
23904,904,01-12-2023,2000,1200,3200,3200,03-12-2023,UPI
23905,905,01-12-2023,2000,800,2800,886.0336207,05-12-2023,Bank Transfer
23906,906,01-12-2023,2000,1600,3600,3600,03-12-2023,UPI
23907,907,01-12-2023,1500,1200,2700,2700,03-12-2023,Cash
23908,908,01-12-2023,2000,0,2000,2000,03-12-2023,Cash
23909,909,01-12-2023,3200,800,4000,4000,03-12-2023,Card
23910,910,01-12-2023,4000,1200,5200,0,,Card
23911,911,01-12-2023,3200,0,3200,3200,15-12-2023,Card
23912,912,01-12-2023,1500,1600,3100,3100,04-12-2023,UPI
23913,913,01-12-2023,1500,800,2300,2300,01-12-2023,Cash
23914,914,01-12-2023,3200,0,3200,3200,05-12-2023,Card
23915,915,01-12-2023,4000,0,4000,4000,01-12-2023,Cash
23916,916,01-12-2023,3200,1200,4400,0,,Cash
23917,917,01-12-2023,3200,1200,4400,4400,05-12-2023,UPI
23918,918,01-12-2023,3200,0,3200,3200,04-12-2023,UPI
23919,919,01-12-2023,3200,1600,4800,4800,05-12-2023,UPI
23920,920,01-12-2023,2000,1600,3600,3600,02-12-2023,Card
23921,921,01-12-2023,2500,0,2500,2500,04-12-2023,Bank Transfer
23922,922,01-12-2023,4000,1200,5200,5200,02-12-2023,Cash
23923,923,01-12-2023,1500,1200,2700,2700,03-12-2023,Bank Transfer
23924,924,01-12-2023,3200,1200,4400,0,,Bank Transfer
23925,925,01-12-2023,2000,0,2000,2000,20-12-2023,UPI
23926,926,01-12-2023,1500,1600,3100,3100,04-12-2023,Card
23927,927,01-12-2023,2500,1600,4100,0,,Cash
23928,928,01-12-2023,1500,1200,2700,2700,01-12-2023,Bank Transfer
23929,929,01-12-2023,1500,1200,2700,2700,23-12-2023,Bank Transfer
23930,930,01-12-2023,2000,1600,3600,3600,04-12-2023,Cash
23931,931,01-12-2023,2500,0,2500,2500,03-12-2023,Bank Transfer
23932,932,01-12-2023,2000,1600,3600,3600,01-12-2023,Cash
23933,933,01-12-2023,3200,800,4000,4000,01-12-2023,UPI
23934,934,01-12-2023,4000,0,4000,4000,03-12-2023,UPI
23935,935,01-12-2023,2500,800,3300,3300,05-12-2023,Cash
23936,936,01-12-2023,2500,0,2500,866.3358814,09-12-2023,Bank Transfer
